,AAPL,MSFT,XOM,SPX
2008-07-29 00:00:00,157.08,24.27,74.84,1263.2
2008-07-30 00:00:00,159.88,24.38,78.06,1284.26
2008-07-31 00:00:00,158.95,23.9,74.4,1267.38
2008-08-01 00:00:00,156.66,23.64,73.75,1260.31
2008-08-04 00:00:00,153.23,23.49,70.86,1249.01
2008-08-05 00:00:00,160.64,24.36,72.48,1284.88
2008-08-06 00:00:00,164.19,25.11,72.46,1289.19
2008-08-07 00:00:00,163.57,25.46,71.64,1266.07
2008-08-08 00:00:00,169.55,26.14,72.82,1296.32
2008-08-11 00:00:00,173.56,25.93,72.67,1305.32
2008-08-12 00:00:00,176.73,26.13,71.48,1289.59
2008-08-13 00:00:00,179.3,25.94,72.68,1285.83
2008-08-14 00:00:00,179.32,25.94,72.01,1292.93
2008-08-15 00:00:00,175.74,25.85,71.66,1298.2
2008-08-18 00:00:00,175.39,25.73,71.16,1278.6
2008-08-19 00:00:00,173.53,25.49,72.48,1266.69
2008-08-20 00:00:00,175.84,25.46,73.28,1274.54
2008-08-21 00:00:00,174.29,25.36,74.71,1277.72
2008-08-22 00:00:00,176.79,25.98,74.66,1292.2
2008-08-25 00:00:00,172.55,25.81,73.19,1266.84
2008-08-26 00:00:00,173.64,25.45,74.34,1271.51
2008-08-27 00:00:00,174.67,25.72,74.82,1281.66
2008-08-28 00:00:00,173.74,26.07,75.48,1300.68
2008-08-29 00:00:00,169.53,25.46,74.39,1282.83
2008-09-02 00:00:00,166.19,25.29,71.89,1277.58
2008-09-03 00:00:00,166.96,25.1,72.54,1274.98
2008-09-04 00:00:00,161.22,24.59,70.8,1236.83
2008-09-05 00:00:00,160.18,23.93,70.31,1242.31
2008-09-08 00:00:00,157.92,24.37,71.38,1267.79
2008-09-09 00:00:00,151.68,24.35,68.12,1224.51
2008-09-10 00:00:00,151.61,24.67,69.97,1232.04
2008-09-11 00:00:00,152.65,25.51,70.26,1249.05
2008-09-12 00:00:00,148.94,25.77,72.06,1251.7
2008-09-15 00:00:00,140.36,25.03,68.11,1192.7
2008-09-16 00:00:00,139.88,24.25,71.07,1213.6
2008-09-17 00:00:00,127.83,22.93,70.0,1156.39
2008-09-18 00:00:00,134.09,23.57,72.29,1206.51
2008-09-19 00:00:00,140.91,23.48,74.02,1255.08
2008-09-22 00:00:00,131.05,23.7,73.34,1207.09
2008-09-23 00:00:00,126.84,23.74,72.24,1188.22
2008-09-24 00:00:00,128.71,24.0,72.55,1185.87
2008-09-25 00:00:00,131.93,24.83,75.01,1209.18
2008-09-26 00:00:00,128.24,25.57,74.99,1213.27
2008-09-29 00:00:00,105.26,23.34,68.86,1106.42
2008-09-30 00:00:00,113.66,24.9,72.21,1166.36
2008-10-01 00:00:00,109.12,24.71,73.06,1161.06
2008-10-02 00:00:00,100.1,24.49,72.06,1114.28
2008-10-03 00:00:00,97.07,24.56,72.47,1099.23
2008-10-06 00:00:00,98.14,23.24,71.89,1056.89
2008-10-07 00:00:00,89.16,21.68,70.73,996.23
2008-10-08 00:00:00,89.79,21.47,71.6,984.94
2008-10-09 00:00:00,88.74,20.81,63.23,909.92
2008-10-10 00:00:00,96.8,20.06,57.98,899.22
2008-10-13 00:00:00,110.26,23.79,67.95,1003.35
2008-10-14 00:00:00,104.08,22.49,67.37,998.01
2008-10-15 00:00:00,97.95,21.14,57.97,907.84
2008-10-16 00:00:00,101.89,22.57,64.58,946.43
2008-10-17 00:00:00,97.4,22.33,63.26,940.55
2008-10-20 00:00:00,98.44,23.07,69.73,985.4
2008-10-21 00:00:00,91.49,21.8,66.48,955.05
2008-10-22 00:00:00,96.87,20.09,60.04,896.78
2008-10-23 00:00:00,98.23,20.83,65.45,908.11
2008-10-24 00:00:00,96.38,20.49,64.19,876.77
2008-10-27 00:00:00,92.09,19.76,61.45,848.92
2008-10-28 00:00:00,99.91,21.55,69.61,940.51
2008-10-29 00:00:00,104.55,21.46,69.41,930.09
2008-10-30 00:00:00,111.04,21.12,69.78,954.09
2008-10-31 00:00:00,107.59,20.84,68.92,968.75
2008-11-03 00:00:00,106.96,21.11,69.08,966.3
2008-11-04 00:00:00,110.99,21.96,72.05,1005.75
2008-11-05 00:00:00,103.3,20.6,68.52,952.77
2008-11-06 00:00:00,99.1,19.48,65.05,904.88
2008-11-07 00:00:00,98.24,20.06,69.15,930.99
2008-11-10 00:00:00,95.88,19.87,69.22,919.21
2008-11-11 00:00:00,94.77,19.78,67.94,898.95
2008-11-12 00:00:00,90.12,18.94,64.46,852.3
2008-11-13 00:00:00,96.44,19.83,70.52,911.29
2008-11-14 00:00:00,90.24,18.72,68.9,873.29
2008-11-17 00:00:00,88.14,18.03,68.62,850.75
2008-11-18 00:00:00,89.91,18.43,71.38,859.12
2008-11-19 00:00:00,86.29,17.18,68.66,806.58
2008-11-20 00:00:00,80.49,16.47,64.07,752.44
2008-11-21 00:00:00,82.58,18.49,70.89,800.03
2008-11-24 00:00:00,92.95,19.44,73.69,851.81
2008-11-25 00:00:00,90.8,18.78,73.05,857.39
2008-11-26 00:00:00,95.0,19.25,75.64,887.68
2008-11-28 00:00:00,92.67,18.99,74.95,896.24
2008-12-01 00:00:00,88.93,17.48,69.49,816.21
2008-12-02 00:00:00,92.47,17.99,72.58,848.81
2008-12-03 00:00:00,95.9,18.67,73.81,870.74
2008-12-04 00:00:00,91.41,17.95,71.32,845.22
2008-12-05 00:00:00,94.0,18.67,71.63,876.07
2008-12-08 00:00:00,99.72,19.74,74.44,909.7
2008-12-09 00:00:00,100.06,19.35,73.13,888.67
2008-12-10 00:00:00,98.21,19.36,74.88,899.24
2008-12-11 00:00:00,95.0,18.27,74.83,873.59
2008-12-12 00:00:00,98.27,18.19,75.23,879.73
2008-12-15 00:00:00,94.75,17.89,74.77,868.57
2008-12-16 00:00:00,95.43,18.89,77.75,913.18
2008-12-17 00:00:00,89.16,18.47,75.8,904.42
2008-12-18 00:00:00,89.43,18.13,72.01,885.28
2008-12-19 00:00:00,90.0,17.96,70.16,887.88
2008-12-22 00:00:00,85.74,18.02,70.05,871.63
2008-12-23 00:00:00,86.38,18.11,70.23,863.16
2008-12-24 00:00:00,85.04,18.01,70.87,868.15
2008-12-26 00:00:00,85.81,17.97,72.18,872.8
2008-12-29 00:00:00,86.61,17.81,72.96,869.42
2008-12-30 00:00:00,86.29,18.17,73.49,890.64
2008-12-31 00:00:00,85.35,18.26,74.65,903.25
2009-01-02 00:00:00,90.75,19.1,76.35,931.8
2009-01-05 00:00:00,94.58,19.28,76.34,927.45
2009-01-06 00:00:00,93.02,19.5,75.09,934.7
2009-01-07 00:00:00,91.01,18.33,73.18,906.65
2009-01-08 00:00:00,92.7,18.9,73.96,909.73
2009-01-09 00:00:00,90.58,18.34,72.54,890.35
2009-01-12 00:00:00,88.66,18.29,71.58,870.26
2009-01-13 00:00:00,87.71,18.62,72.87,871.79
2009-01-14 00:00:00,85.33,17.93,70.23,842.62
2009-01-15 00:00:00,83.38,18.07,71.69,843.74
2009-01-16 00:00:00,82.33,18.52,73.04,850.12
2009-01-20 00:00:00,78.2,17.36,71.34,805.22
2009-01-21 00:00:00,82.83,18.21,74.12,840.24
2009-01-22 00:00:00,88.36,16.07,73.16,827.5
2009-01-23 00:00:00,88.36,16.16,72.98,831.95
2009-01-26 00:00:00,89.64,16.56,73.5,836.57
2009-01-27 00:00:00,90.73,16.59,73.8,845.71
2009-01-28 00:00:00,94.2,16.95,74.11,874.09
2009-01-29 00:00:00,93.0,16.52,72.01,845.14
2009-01-30 00:00:00,90.13,16.06,71.52,825.88
2009-02-02 00:00:00,91.51,16.75,71.72,825.44
2009-02-03 00:00:00,92.98,17.38,73.05,838.51
2009-02-04 00:00:00,93.55,17.5,72.62,832.23
2009-02-05 00:00:00,96.46,17.89,74.61,845.85
2009-02-06 00:00:00,99.72,18.47,75.51,868.6
2009-02-09 00:00:00,102.51,18.26,74.7,869.89
2009-02-10 00:00:00,97.83,17.66,71.56,827.16
2009-02-11 00:00:00,96.82,18.05,70.1,833.74
2009-02-12 00:00:00,99.27,18.09,70.7,835.19
2009-02-13 00:00:00,99.16,17.93,70.1,826.84
2009-02-17 00:00:00,94.53,17.11,66.99,789.17
2009-02-18 00:00:00,94.37,17.14,67.61,788.42
2009-02-19 00:00:00,90.64,16.94,67.82,778.94
2009-02-20 00:00:00,91.2,17.03,66.95,770.05
2009-02-23 00:00:00,86.95,16.28,65.13,743.33
2009-02-24 00:00:00,90.25,16.24,67.76,773.14
2009-02-25 00:00:00,91.16,16.04,67.72,764.9
2009-02-26 00:00:00,89.19,15.53,66.68,752.83
2009-02-27 00:00:00,89.31,15.28,63.82,735.09
2009-03-02 00:00:00,87.94,14.93,61.01,700.82
2009-03-03 00:00:00,88.37,15.02,60.49,696.33
2009-03-04 00:00:00,91.17,15.25,61.73,712.87
2009-03-05 00:00:00,88.84,14.44,58.48,682.55
2009-03-06 00:00:00,85.3,14.45,60.18,683.38
2009-03-09 00:00:00,83.11,14.33,60.69,676.53
2009-03-10 00:00:00,88.63,15.59,63.34,719.6
2009-03-11 00:00:00,92.68,16.18,61.82,721.36
2009-03-12 00:00:00,96.35,16.09,63.11,750.74
2009-03-13 00:00:00,95.93,15.75,63.16,756.55
2009-03-16 00:00:00,95.42,15.37,62.94,753.89
2009-03-17 00:00:00,99.66,15.98,64.94,778.12
2009-03-18 00:00:00,101.52,16.04,65.01,794.35
2009-03-19 00:00:00,101.62,16.21,64.22,784.04
2009-03-20 00:00:00,101.59,16.14,62.12,768.54
2009-03-23 00:00:00,107.66,17.34,66.29,822.92
2009-03-24 00:00:00,106.5,16.96,65.21,806.12
2009-03-25 00:00:00,106.49,16.91,65.94,813.88
2009-03-26 00:00:00,109.87,17.81,66.95,832.86
2009-03-27 00:00:00,106.85,17.15,65.77,815.94
2009-03-30 00:00:00,104.49,16.53,64.5,787.53
2009-03-31 00:00:00,105.12,17.38,64.01,797.87
2009-04-01 00:00:00,108.69,18.26,65.07,811.08
2009-04-02 00:00:00,112.71,18.25,66.03,834.38
2009-04-03 00:00:00,115.99,17.73,66.2,842.5
2009-04-06 00:00:00,118.45,17.74,65.84,835.48
2009-04-07 00:00:00,115.0,17.74,64.58,815.55
2009-04-08 00:00:00,116.32,18.15,64.81,825.16
2009-04-09 00:00:00,119.57,18.6,65.64,856.56
2009-04-13 00:00:00,120.22,18.53,63.93,858.73
2009-04-14 00:00:00,118.31,18.3,63.63,841.5
2009-04-15 00:00:00,117.64,17.81,64.04,852.06
2009-04-16 00:00:00,121.45,18.69,63.36,865.3
2009-04-17 00:00:00,123.42,18.16,62.74,869.6
2009-04-20 00:00:00,120.5,17.6,61.36,832.39
2009-04-21 00:00:00,121.76,17.94,62.25,850.08
2009-04-22 00:00:00,121.51,17.76,60.86,843.55
2009-04-23 00:00:00,125.4,17.9,61.76,851.92
2009-04-24 00:00:00,123.9,19.78,62.57,866.23
2009-04-27 00:00:00,124.73,19.3,62.15,857.51
2009-04-28 00:00:00,123.9,18.85,63.05,855.16
2009-04-29 00:00:00,125.14,19.15,64.32,873.64
2009-04-30 00:00:00,125.83,19.16,62.66,872.81
2009-05-01 00:00:00,127.24,19.14,63.92,877.52
2009-05-04 00:00:00,132.07,19.1,64.1,907.24
2009-05-05 00:00:00,132.71,18.72,63.58,903.8
2009-05-06 00:00:00,132.5,18.72,64.46,919.53
2009-05-07 00:00:00,129.06,18.27,64.79,907.39
2009-05-08 00:00:00,129.19,18.37,66.54,929.23
2009-05-11 00:00:00,129.57,18.27,65.49,909.24
2009-05-12 00:00:00,124.42,18.81,66.96,908.35
2009-05-13 00:00:00,119.49,18.68,65.97,883.92
2009-05-14 00:00:00,122.95,18.97,65.96,893.07
2009-05-15 00:00:00,122.42,19.12,65.34,882.88
2009-05-18 00:00:00,126.65,19.48,66.66,909.71
2009-05-19 00:00:00,127.45,19.33,66.68,908.13
2009-05-20 00:00:00,125.87,19.4,65.81,903.47
2009-05-21 00:00:00,124.18,18.87,64.66,888.33
2009-05-22 00:00:00,122.5,18.8,65.08,887.0
2009-05-26 00:00:00,130.78,19.36,66.0,910.33
2009-05-27 00:00:00,133.05,19.16,64.58,893.06
2009-05-28 00:00:00,135.07,19.47,65.46,906.83
2009-05-29 00:00:00,135.81,19.88,65.57,919.14
2009-06-01 00:00:00,139.35,20.37,67.85,942.87
2009-06-02 00:00:00,139.49,20.37,68.94,944.74
2009-06-03 00:00:00,140.95,20.68,68.15,931.76
2009-06-04 00:00:00,143.74,20.78,69.0,942.46
2009-06-05 00:00:00,144.67,21.07,68.99,940.09
2009-06-08 00:00:00,143.85,20.99,69.18,939.14
2009-06-09 00:00:00,142.72,21.02,69.13,942.43
2009-06-10 00:00:00,140.25,21.46,69.81,939.15
2009-06-11 00:00:00,139.95,21.73,70.01,944.89
2009-06-12 00:00:00,136.97,22.21,69.76,946.21
2009-06-15 00:00:00,136.09,22.29,68.84,923.72
2009-06-16 00:00:00,136.35,22.32,67.72,911.97
2009-06-17 00:00:00,135.58,22.54,67.53,910.71
2009-06-18 00:00:00,135.88,22.37,67.54,918.37
2009-06-19 00:00:00,139.48,22.91,67.18,921.23
2009-06-22 00:00:00,137.37,22.16,65.09,893.04
2009-06-23 00:00:00,134.01,22.22,65.19,895.1
2009-06-24 00:00:00,136.22,22.34,64.72,900.94
2009-06-25 00:00:00,139.86,22.64,66.07,920.26
2009-06-26 00:00:00,142.44,22.23,65.29,918.9
2009-06-29 00:00:00,141.97,22.71,66.73,927.23
2009-06-30 00:00:00,142.43,22.63,66.1,919.32
2009-07-01 00:00:00,142.83,22.88,66.71,923.33
2009-07-02 00:00:00,140.02,22.24,64.76,896.42
2009-07-06 00:00:00,138.61,22.08,64.39,898.72
2009-07-07 00:00:00,135.4,21.45,62.93,881.03
2009-07-08 00:00:00,137.22,21.47,62.65,879.56
2009-07-09 00:00:00,136.36,21.36,62.37,882.68
2009-07-10 00:00:00,138.52,21.31,61.57,879.13
2009-07-13 00:00:00,142.34,22.11,62.12,901.05
2009-07-14 00:00:00,142.27,22.0,62.61,905.84
2009-07-15 00:00:00,146.88,22.96,64.71,932.68
2009-07-16 00:00:00,147.52,23.26,64.73,940.74
2009-07-17 00:00:00,151.75,23.12,64.78,940.38
2009-07-20 00:00:00,152.91,23.35,65.18,951.13
2009-07-21 00:00:00,151.51,23.63,66.63,954.58
2009-07-22 00:00:00,156.74,23.61,66.17,954.07
2009-07-23 00:00:00,157.82,24.33,67.71,976.29
2009-07-24 00:00:00,159.99,22.32,68.35,979.26
2009-07-27 00:00:00,160.1,22.0,68.78,982.18
2009-07-28 00:00:00,160.0,22.34,67.97,979.62
2009-07-29 00:00:00,160.03,22.65,67.54,975.15
2009-07-30 00:00:00,162.79,22.66,66.86,986.75
2009-07-31 00:00:00,163.39,22.39,66.55,987.48
2009-08-03 00:00:00,166.43,22.68,66.8,1002.63
2009-08-04 00:00:00,165.55,22.63,66.75,1005.65
2009-08-05 00:00:00,165.11,22.66,66.21,1002.72
2009-08-06 00:00:00,163.91,22.33,65.93,997.08
2009-08-07 00:00:00,165.51,22.43,65.68,1010.48
2009-08-10 00:00:00,164.72,22.29,65.41,1007.1
2009-08-11 00:00:00,162.83,22.02,64.81,994.35
2009-08-12 00:00:00,165.31,22.4,65.74,1005.81
2009-08-13 00:00:00,168.42,22.48,65.4,1012.73
2009-08-14 00:00:00,166.78,22.55,64.88,1004.09
2009-08-17 00:00:00,159.59,22.13,63.31,979.73
2009-08-18 00:00:00,164.0,22.57,63.25,989.67
2009-08-19 00:00:00,164.6,22.64,64.69,996.46
2009-08-20 00:00:00,166.33,22.66,65.25,1007.37
2009-08-21 00:00:00,169.22,23.37,66.51,1026.13
2009-08-24 00:00:00,169.06,23.59,67.82,1025.57
2009-08-25 00:00:00,169.4,23.59,67.23,1028.0
2009-08-26 00:00:00,167.41,23.5,67.89,1028.12
2009-08-27 00:00:00,169.45,23.63,67.41,1030.98
2009-08-28 00:00:00,170.05,23.62,66.7,1028.93
2009-08-31 00:00:00,168.21,23.59,65.78,1020.62
2009-09-01 00:00:00,165.3,22.97,65.08,998.04
2009-09-02 00:00:00,165.18,22.84,64.86,994.75
2009-09-03 00:00:00,166.55,23.08,64.93,1003.24
2009-09-04 00:00:00,170.31,23.57,65.81,1016.4
2009-09-08 00:00:00,172.93,23.76,67.21,1025.39
2009-09-09 00:00:00,171.14,23.72,67.06,1033.37
2009-09-10 00:00:00,172.56,23.93,67.21,1044.14
2009-09-11 00:00:00,172.16,23.8,66.57,1042.73
2009-09-14 00:00:00,173.72,23.93,66.59,1049.34
2009-09-15 00:00:00,175.16,24.12,66.1,1052.63
2009-09-16 00:00:00,181.87,24.12,66.91,1068.76
2009-09-17 00:00:00,184.55,24.22,66.44,1065.49
2009-09-18 00:00:00,185.02,24.18,66.58,1068.3
2009-09-21 00:00:00,184.02,24.22,66.18,1064.66
2009-09-22 00:00:00,184.48,24.67,66.43,1071.66
2009-09-23 00:00:00,185.5,24.61,65.64,1060.87
2009-09-24 00:00:00,183.82,24.83,65.57,1050.78
2009-09-25 00:00:00,182.37,24.46,65.35,1044.38
2009-09-28 00:00:00,186.15,24.72,66.2,1062.98
2009-09-29 00:00:00,185.38,24.65,65.7,1060.61
2009-09-30 00:00:00,185.35,24.62,65.27,1057.08
2009-10-01 00:00:00,180.86,23.82,63.99,1029.85
2009-10-02 00:00:00,184.9,23.89,63.33,1025.21
2009-10-05 00:00:00,186.02,23.59,64.29,1040.46
2009-10-06 00:00:00,190.01,24.04,65.31,1054.72
2009-10-07 00:00:00,190.25,24.03,65.32,1057.58
2009-10-08 00:00:00,189.27,24.57,65.68,1065.48
2009-10-09 00:00:00,190.47,24.46,65.89,1071.49
2009-10-12 00:00:00,190.81,24.62,66.71,1076.19
2009-10-13 00:00:00,190.02,24.71,66.84,1073.19
2009-10-14 00:00:00,191.29,24.85,68.34,1092.02
2009-10-15 00:00:00,190.56,25.57,69.38,1096.56
2009-10-16 00:00:00,188.05,25.37,69.56,1087.68
2009-10-19 00:00:00,189.86,25.23,70.03,1097.91
2009-10-20 00:00:00,198.76,25.24,69.46,1091.06
2009-10-21 00:00:00,204.92,25.44,69.74,1081.4
2009-10-22 00:00:00,205.2,25.45,70.81,1092.91
2009-10-23 00:00:00,203.94,26.82,69.98,1079.6
2009-10-26 00:00:00,202.48,27.45,69.66,1066.95
2009-10-27 00:00:00,197.37,27.37,71.26,1063.41
2009-10-28 00:00:00,192.4,26.82,70.24,1042.63
2009-10-29 00:00:00,196.35,27.01,70.35,1066.11
2009-10-30 00:00:00,188.5,26.54,68.18,1036.19
2009-11-02 00:00:00,189.31,26.69,68.63,1042.88
2009-11-03 00:00:00,188.75,26.35,68.24,1045.41
2009-11-04 00:00:00,190.81,26.86,67.82,1046.5
2009-11-05 00:00:00,194.03,27.25,68.97,1066.63
2009-11-06 00:00:00,194.34,27.3,69.04,1069.3
2009-11-09 00:00:00,201.46,27.75,69.7,1093.08
2009-11-10 00:00:00,202.98,27.77,69.47,1093.01
2009-11-11 00:00:00,203.25,27.87,69.76,1098.51
2009-11-12 00:00:00,201.99,28.1,68.79,1087.24
2009-11-13 00:00:00,204.45,28.36,69.34,1093.48
2009-11-16 00:00:00,206.63,28.28,71.21,1109.3
2009-11-17 00:00:00,207.0,28.84,71.79,1110.32
2009-11-18 00:00:00,205.96,28.95,72.02,1109.8
2009-11-19 00:00:00,200.51,28.63,71.42,1094.9
2009-11-20 00:00:00,199.92,28.48,71.17,1091.38
2009-11-23 00:00:00,205.88,28.79,72.43,1106.24
2009-11-24 00:00:00,204.44,28.76,72.69,1105.65
2009-11-25 00:00:00,204.19,28.64,73.17,1110.63
2009-11-27 00:00:00,200.59,28.09,71.63,1091.49
2009-11-30 00:00:00,199.91,28.28,71.83,1095.63
2009-12-01 00:00:00,196.97,28.85,72.75,1108.86
2009-12-02 00:00:00,196.23,28.63,72.52,1109.24
2009-12-03 00:00:00,196.48,28.68,71.75,1099.92
2009-12-04 00:00:00,193.32,28.82,71.04,1105.98
2009-12-07 00:00:00,188.95,28.64,70.58,1103.25
2009-12-08 00:00:00,189.87,28.43,69.8,1091.94
2009-12-09 00:00:00,197.8,28.56,69.64,1095.95
2009-12-10 00:00:00,196.43,28.72,69.27,1102.35
2009-12-11 00:00:00,194.67,28.7,69.68,1106.41
2009-12-14 00:00:00,196.98,28.95,66.68,1114.11
2009-12-15 00:00:00,194.17,28.86,66.18,1107.93
2009-12-16 00:00:00,195.03,28.94,65.47,1109.18
2009-12-17 00:00:00,191.86,28.46,65.27,1096.08
2009-12-18 00:00:00,195.43,29.19,65.26,1102.47
2009-12-21 00:00:00,198.23,29.34,65.55,1114.05
2009-12-22 00:00:00,200.36,29.63,65.61,1118.02
2009-12-23 00:00:00,202.1,29.73,65.31,1120.59
2009-12-24 00:00:00,209.04,29.8,65.69,1126.48
2009-12-28 00:00:00,211.61,29.97,66.1,1127.78
2009-12-29 00:00:00,209.1,30.18,65.87,1126.2
2009-12-30 00:00:00,211.64,29.77,65.8,1126.42
2009-12-31 00:00:00,210.73,29.3,65.24,1115.1
2010-01-04 00:00:00,214.01,29.76,66.16,1132.99
2010-01-05 00:00:00,214.38,29.77,66.42,1136.52
2010-01-06 00:00:00,210.97,29.58,66.99,1137.14
2010-01-07 00:00:00,210.58,29.28,66.78,1141.69
2010-01-08 00:00:00,211.98,29.48,66.52,1144.98
2010-01-11 00:00:00,210.11,29.1,67.26,1146.98
2010-01-12 00:00:00,207.72,28.91,66.93,1136.22
2010-01-13 00:00:00,210.65,29.18,66.66,1145.68
2010-01-14 00:00:00,209.43,29.77,66.67,1148.46
2010-01-15 00:00:00,205.93,29.67,66.12,1136.03
2010-01-19 00:00:00,215.04,29.9,66.28,1150.23
2010-01-20 00:00:00,211.73,29.41,65.09,1138.04
2010-01-21 00:00:00,208.07,28.85,63.82,1116.48
2010-01-22 00:00:00,197.75,27.84,63.24,1091.76
2010-01-25 00:00:00,203.07,28.19,63.0,1096.78
2010-01-26 00:00:00,205.94,28.36,63.07,1092.17
2010-01-27 00:00:00,207.88,28.53,62.71,1097.5
2010-01-28 00:00:00,199.29,28.04,62.15,1084.53
2010-01-29 00:00:00,192.06,27.09,61.65,1073.87
2010-02-01 00:00:00,194.73,27.31,63.32,1089.19
2010-02-02 00:00:00,195.86,27.36,64.07,1103.32
2010-02-03 00:00:00,199.23,27.53,63.72,1097.28
2010-02-04 00:00:00,192.05,26.77,61.92,1063.11
2010-02-05 00:00:00,195.46,26.94,62.0,1066.19
2010-02-08 00:00:00,194.12,26.65,61.97,1056.74
2010-02-09 00:00:00,196.19,26.93,62.79,1070.52
2010-02-10 00:00:00,195.12,26.91,62.45,1068.13
2010-02-11 00:00:00,198.67,27.04,62.83,1078.47
2010-02-12 00:00:00,200.38,26.85,62.4,1075.51
2010-02-16 00:00:00,203.4,27.38,63.83,1094.87
2010-02-17 00:00:00,202.55,27.62,63.33,1099.51
2010-02-18 00:00:00,202.93,27.98,63.52,1106.75
2010-02-19 00:00:00,201.67,27.79,63.43,1109.17
2010-02-22 00:00:00,200.42,27.75,62.98,1108.01
2010-02-23 00:00:00,197.06,27.36,62.54,1094.6
2010-02-24 00:00:00,200.66,27.65,63.13,1105.24
2010-02-25 00:00:00,202.0,27.63,62.73,1102.94
2010-02-26 00:00:00,204.62,27.69,62.6,1104.49
2010-03-01 00:00:00,208.99,28.03,62.98,1115.71
2010-03-02 00:00:00,208.85,27.49,63.07,1118.31
2010-03-03 00:00:00,209.33,27.49,63.01,1118.79
2010-03-04 00:00:00,210.71,27.65,62.98,1122.97
2010-03-05 00:00:00,218.95,27.62,64.01,1138.7
2010-03-08 00:00:00,219.08,27.65,64.02,1138.5
2010-03-09 00:00:00,223.02,27.82,64.31,1140.45
2010-03-10 00:00:00,224.84,27.98,64.73,1145.61
2010-03-11 00:00:00,225.5,28.19,64.73,1150.24
2010-03-12 00:00:00,226.6,28.27,64.33,1149.99
2010-03-15 00:00:00,223.84,28.29,63.85,1150.51
2010-03-16 00:00:00,224.45,28.37,64.11,1159.46
2010-03-17 00:00:00,224.12,28.62,64.87,1166.21
2010-03-18 00:00:00,224.65,28.6,64.9,1165.83
2010-03-19 00:00:00,222.25,28.58,64.56,1159.9
2010-03-22 00:00:00,224.75,28.59,64.49,1165.81
2010-03-23 00:00:00,228.36,28.86,64.47,1174.17
2010-03-24 00:00:00,229.37,28.64,64.04,1167.72
2010-03-25 00:00:00,226.65,28.99,63.85,1165.73
2010-03-26 00:00:00,230.9,28.65,64.08,1166.59
2010-03-29 00:00:00,232.39,28.58,64.81,1173.22
2010-03-30 00:00:00,235.85,28.76,64.57,1173.27
2010-03-31 00:00:00,235.0,28.29,64.5,1169.43
2010-04-01 00:00:00,235.97,28.17,65.11,1178.1
2010-04-05 00:00:00,238.49,28.27,65.67,1187.44
2010-04-06 00:00:00,239.54,28.32,65.39,1189.44
2010-04-07 00:00:00,240.6,28.35,64.85,1182.45
2010-04-08 00:00:00,239.95,28.9,65.35,1186.44
2010-04-09 00:00:00,241.79,29.31,66.22,1194.37
2010-04-12 00:00:00,242.29,29.29,66.17,1196.48
2010-04-13 00:00:00,242.43,29.41,66.12,1197.3
2010-04-14 00:00:00,245.69,29.77,66.07,1210.65
2010-04-15 00:00:00,248.92,29.82,65.74,1211.67
2010-04-16 00:00:00,247.4,29.63,65.42,1192.13
2010-04-19 00:00:00,247.07,29.98,65.71,1197.52
2010-04-20 00:00:00,244.59,30.29,66.42,1207.17
2010-04-21 00:00:00,259.22,30.26,66.37,1205.94
2010-04-22 00:00:00,266.47,30.32,66.03,1208.67
2010-04-23 00:00:00,270.83,29.91,66.68,1217.28
2010-04-26 00:00:00,269.5,30.05,66.73,1212.05
2010-04-27 00:00:00,262.04,29.8,65.75,1183.71
2010-04-28 00:00:00,261.6,29.86,66.63,1191.36
2010-04-29 00:00:00,268.64,29.94,66.12,1206.78
2010-04-30 00:00:00,261.09,29.5,65.26,1186.69
2010-05-03 00:00:00,266.35,29.81,65.33,1202.26
2010-05-04 00:00:00,258.68,29.1,64.01,1173.6
2010-05-05 00:00:00,255.99,28.83,63.72,1165.87
2010-05-06 00:00:00,246.25,27.99,61.53,1128.15
2010-05-07 00:00:00,235.86,27.25,61.35,1110.88
2010-05-10 00:00:00,253.99,27.95,62.82,1159.73
2010-05-11 00:00:00,256.52,27.9,62.5,1155.79
2010-05-12 00:00:00,262.09,28.44,62.93,1171.67
2010-05-13 00:00:00,258.36,28.24,62.77,1157.44
2010-05-14 00:00:00,253.82,27.94,61.66,1135.68
2010-05-17 00:00:00,254.22,27.95,61.34,1136.94
2010-05-18 00:00:00,252.36,27.75,60.88,1120.8
2010-05-19 00:00:00,248.34,27.4,60.55,1115.05
2010-05-20 00:00:00,237.76,26.3,58.49,1071.59
2010-05-21 00:00:00,242.32,26.04,59.03,1087.69
2010-05-24 00:00:00,246.76,25.49,58.36,1073.65
2010-05-25 00:00:00,245.22,25.3,57.89,1074.03
2010-05-26 00:00:00,244.11,24.27,57.51,1067.95
2010-05-27 00:00:00,253.35,25.23,59.59,1103.06
2010-05-28 00:00:00,256.88,25.03,58.62,1089.41
2010-06-01 00:00:00,260.83,25.12,57.45,1070.71
2010-06-02 00:00:00,263.95,25.67,58.92,1098.38
2010-06-03 00:00:00,263.12,26.06,59.69,1102.83
2010-06-04 00:00:00,255.96,25.02,57.72,1064.88
2010-06-07 00:00:00,250.94,24.54,57.5,1050.47
2010-06-08 00:00:00,249.33,24.36,59.38,1062.0
2010-06-09 00:00:00,243.2,24.05,58.2,1055.69
2010-06-10 00:00:00,250.51,24.26,60.01,1086.84
2010-06-11 00:00:00,253.51,24.9,59.98,1091.6
2010-06-14 00:00:00,254.28,24.74,59.5,1089.63
