Serial,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
359,jacmel-PaP road open to motorcycles (unconfirmed),15/01/2010 01:59,"rt 204, from Jacmel to PaP",Report in response to inquiry that road from jacmel to PaP is only open to motorcycles and not cars,"5c. Route barree | Road blocked, ",18.315418,-72.633963,YES,NO
358,EVEILLARD Family,15/01/2010 07:43,285 Av John brown,"I am looking for my cousins, the EVEILLARD Family :

- Riky Serge (Pouchon) 30 years old
- Marsha Valentina  19 years old
- Merline (Minouche)  30 years old
- Aliette (Kayoute) 32 years old
- Patricia 33 years old

They were living 
285 Av John brown (corner LALUE and MARTIN LUTHER KING) 

Béatrice Rémy","8e. Nouvelles de Personnes | Persons News, 6b. Personnes Disparues | Missing Persons, ",18.53878,-72.322354,YES,NO
357,MISSING PERSON - BRENDAN BECK @ Hotel Montana,15/01/2010 01:48,Hotel Montana,"Working for USAID was in hotel at time of quake.



Additional missing people found here:
http://www.facebook.com/topic.php?uid=245595172631&amp;topic=11878","8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
356,Missionary house destroyed,15/01/2010 01:49,"Leogane, Haiti",Missionary House in Leogane has been destroyed,"5a. Structure effondres | Collapsed structure, ",18.512838,-72.623987,YES,NO
355,"Missing child, chris bensthania dorelus",15/01/2010 01:41,nazon,"10 years old, resident of carrefour-feuilles

10 ans,elle reside a carrefour-feuilles","8e. Nouvelles de Personnes | Persons News, ",18.548434,-72.320753,YES,NO
354,University Hospital Justinian (UHJ) in Cap-Haitien receiving patients via MINUSTA helevac,15/01/2010 01:39,Cap-Haïtien,"University Hospital Justinian (UHJ) in Cap-Haitien, on Haiti's north coast, reported today that they expected to receive trauma cases airlifted from Port-au-Prince by MINUSTAH helicopter. UHJ is the second-largest hospital in Haiti and is one of the three partner facilities in Haiti that receives Direct Relief's pre-positioned emergency modules as well as ongoing support.","7d. Services de sante | Hospital/Clinics Operating, ",19.757778,-72.204167,YES,NO
353,PIH Zanmi Lasante Sociomedical Complex outside PaP accepting patients,15/01/2010 01:36,"Cange, Haiti","Cange, where PIH operates Zanmi Lasante Sociomedical Complex, a 104-bed full-service hospital. The facility has two operating rooms, adult and pediatric inpatient wards, a laboratory, a pharmaceutical warehouse, a blood bank, and radiographic services.","7d. Services de sante | Hospital/Clinics Operating, ",18.934498,-71.994962,YES,NO
352,Mobile clinics,15/01/2010 01:34,Delmas Port-au-Prince,"In the Delmas section of Port-au-Prince, Dr. Patrick Almazor of PIH/Zanmi Lasante reports that he and several other doctors have set up mobile clinics. “We have a lot of fractures,” he wrote in an email. “We are running out of meds, I’m on my way to St Marc [a facility operated by PIH's partner organization Zanmi Lasante] for supplies.”","7d. Services de sante | Hospital/Clinics Operating, ",18.543907,-72.304802,YES,NO
351,MSF providing triage at Pacot Rehabilitation Center,15/01/2010 11:55,Port-au-Prince,MSF providing triage at Pacot Rehabilitation Center,"7d. Services de sante | Hospital/Clinics Operating, ",18.539167,-72.335,YES,NO
350,Large church collapsed,15/01/2010 01:23,"Bainet, Haiti",The large church in Bainet has collapsed. Our 2 buildings have some damage... we are not sure to what extent. Near Hope for Haiti buildings in Bainet.,"5a. Structure effondres | Collapsed structure, ",18.185522,-72.755525,YES,NO
349,Hospital damaged,15/01/2010 01:17,"Léogane, Haiti",Hopital St. Croix in Leogane fell in the earthquake,"5a. Structure effondres | Collapsed structure, ",18.512838,-72.623987,YES,NO
348,PIH involved at Diquini Hospital,15/01/2010 01:19,Port-au-Prince,PIH docs in PAP help at Diquini Hospital &amp; working to restock pharmacy there. Concern growing about infection from so many wounded,"1b. Urgence medicale | Medical Emergency, ",18.539167,-72.335,YES,NO
347,Humanitarian Coordinator and OCHA head of office are functioning out of MINUSTAH Logistics base near airport,15/01/2010 01:04,"MINUSTAH Logistics Base, Near Airport Haiti",The HC and most agencies including OCHA have now relocated to the UN Stabilisation Mission in Haiti (MINUSTAH) Logistics Base near the airport.  The On Site Operations Coordination Centre (OSOCC) has been established by UNDAC next to the MINUSTAH Logistics Base,"7. Secours | Services Available, ",18.577562,-72.278823,YES,NO
346,DFID USAR and other USAR and assessment teams based at airport compound,15/01/2010 01:05,port au prince,The DFID USAR and humanitarian assessment teams are based inside the airport compound which has become a de-facto coordination hub although communications are a real constraint with only sat-phones operating.,"7. Secours | Services Available, ",18.578569,-72.292099,YES,NO
344,Sacre Coeur Hospital Up and Running,15/01/2010 12:42,"Hôpital Sacré Coeur Milot, Haiti","Hopital Sacre Coeur (Sacred Heart Hospital) in Milot, Haiti is ready for 200 patients","7d. Services de sante | Hospital/Clinics Operating, ",19.609271,-72.213431,YES,NO
343,"Looking for Pastor Emile Samedy, New Hope Ministries, Mariani",15/01/2010 11:48,"Mariani, Haiti","Can anyone tell us if they have seen Emile Samedy. Pastor of General Assembly Church &amp; School in Mariani, Haiti, and whether or not the facilities in Mariani are still viable. It is a gated compound, with a large sign which reads, &quot;New Hope Ministries&quot;.","8e. Nouvelles de Personnes | Persons News, ",18.538027,-72.609942,YES,NO
342,"MSF medical centre, Maternité Solidarité hospital",15/01/2010 09:42,Port-au-Prince,"Damaged MSF medical centre (Maternité Solidarité hospital), patients are now being treated in the carpark. Two possible locations are being evaluated by this team for surgical and emergency care.","1b. Urgence medicale | Medical Emergency, ",18.539167,-72.335,YES,NO
341,8-yr old trapped,15/01/2010 12:37,"Lycee Francais, Rue Marcadieu, Bourdon, Port-au-Prince","Rescue team needed at lycee francais 8-yr old Giscard Lefevra, son of martine lefevre, trapped","1. Urgences | Emergency, 1c. Personnes prises au piege | People trapped, ",18.540855,-72.317204,YES,NO
340,MSF providing triage at La Trinite,15/01/2010 12:05,Delmas 19 Haiti La Trinite Hospital,Medical care under tents continues in front of what was La Trinité trauma hospital,"7d. Services de sante | Hospital/Clinics Operating, ",18.537153,-72.29439,YES,NO
339,MSF expanding capacity at location,15/01/2010 12:24,Port-au-Prince,The site currently has surgical capacity and two operating theatres. MSF is starting to truck drinkable water to Choscal hospital for the patients and the people nearby.,"7d. Services de sante | Hospital/Clinics Operating, ",18.539167,-72.335,YES,NO
338,MSF expanding capacity at location,15/01/2010 11:51,Port-au-Prince,The site currently has surgical capacity and two operating theatres. MSF is starting to truck drinkable water to Choscal hospital for the patients and the people nearby.,"7d. Services de sante | Hospital/Clinics Operating, ",18.539167,-72.335,YES,NO
337,Burning bodies,15/01/2010 11:31,Rte de freres,people are starting to burn the bodies @ Rte de Freres! We need to do something. Help!,"7g. Morgue | Human remains management, ",18.527397,-72.27113,YES,NO
336,Facebook Group for Earthquake Haiti,15/01/2010 11:44,Port-au-Prince,"A community of over 170,000 people so far has come together to help each other find lost loved ones and to offer support.  Please come join us and we will do whatever we can to try to help.  

http://www.facebook.com/group.php?gid=252988675717&amp;ref=ts

We are regularly updating the site as a community with Missing Persons reports and updates on locations, orphanages, people, and ways we can all help.","8e. Nouvelles de Personnes | Persons News, 6b. Personnes Disparues | Missing Persons, ",18.539167,-72.335,YES,NO
334,Hospital Justinien in Cap-Haitien,15/01/2010 11:32,Cap Haitien--Hospital Justinien,Hospital Justinien in Cap-Haitien and hospital in nearby Milot are equipped and ready to receive patients evacuated from PAP,"7d. Services de sante | Hospital/Clinics Operating, ",19.762423,-72.205496,YES,NO
333,looking for family in haiti,15/01/2010 11:18,Delmas 73,"tamara,dawinie,fedline last name sonfils, my son father jude larose.and my mom family uncle, aunt, cousin last name possible","1. Urgences | Emergency, ",18.544722,-72.302778,YES,NO
331,USS Carl arrives,15/01/2010 07:38,Port-au-Prince,USS Carl Vinson Arrives in Haiti to Support Humanitarian Operations,"7. Secours | Services Available, ",18.552532,-72.36145,YES,NO
329,"Bridge Damaged, Delmas 31",15/01/2010 09:57,"Delmas 31, Port-au-Prince","THERES A BRIDGE IN DELMAS 31 THAT IS DAMANGED, THERES NO FOOD AND NO GAS YET","5c. Route barree | Road blocked, ",18.560333,-72.301679,YES,NO
328,Many families in Carrefour gathered at soccer field,15/01/2010 11:08,Carrefour,"Since most houses are destroyed, many families have gathered at soccer field (here?)","2d. Refuge | Shelter needed, ",18.535851,-72.407284,YES,NO
327,People buried in school,15/01/2010 10:57,"saint gerard, port au prince",The &quot;school behind St. Gerard still has people buried in it.&quot; Unclear if alive or dead,"1c. Personnes prises au piege | People trapped, ",18.527235,-72.338513,YES,NO
326,Functioning Hospital in Cite Soleil WITH WATER,15/01/2010 11:02,cite soleil hospital,water is being trucked to functioning hospital in Cite Soleil,"7d. Services de sante | Hospital/Clinics Operating, ",18.578491,-72.335553,YES,NO
325,Foyer des Filles de Dieu,15/01/2010 11:01,Foyer des Filles de Dieu,"The site would not permit me to post a comment in reply to the request for information about this orphanage (security code issue, weird).  There is an update on the Foyer des Filles de Dieux orphanage here:  http://resurrectioncatholic.org/

Anyone with additional verified information, please update with a comment.  Thank you.","8e. Nouvelles de Personnes | Persons News, 6b. Personnes Disparues | Missing Persons, ",18.554485,-72.339478,YES,NO
324,"LOOKING FOR MY MISSING SISTERS!! They lived  in Mariani ,Port Au Prince",15/01/2010 10:45,port au prince,"My name is Marie michelle andre and I live in Brooklyn NY . I'm looking for my 3 sisters.
There names. Are

Odile Antoine
Marie claude Antoine
Mikaille. Piersant who has a daughter called McLean

PLEASE. RESPOND IF ANYONe HAS SEEN THEM. SHOW THEM THIS 

God Bless!!!11","8d. Recherche et sauvetage | Search and Rescue, ",18.538211,-72.455521,YES,NO
323,(NEW) Road Jacmel - PaP open to heavy cargo,15/01/2010 09:51,"rt 204, from Jacmel to PAP",The route from Jacmel to PAP (204) is open for heavy cargo transport only. WFP currently has 20 M6 trucks operational in PAP.,"2. Urgences logistiques | Vital Lines, ",18.25022,-72.549677,YES,NO
322,Students trapped in lycee Anacaona,15/01/2010 10:19,Léogâne,"Building damaged, students still trapped-- live broadcast: http://www.ustream.tv/channel/pierrecote#utm_campaign=twitter.com&amp;utm_source=754733&amp;utm_medium=social","1c. Personnes prises au piege | People trapped, ",18.510833,-72.633889,YES,NO
321,Pastor Salnave Desarmes,15/01/2010 10:42,"gressier, haiti","Looking for any information about Pastor Salnave and Blonde Desarmes or the Mission Evangelique Chretienne d'Haiti in Gressier.
Email any news to cotcjim@verizon.net","8e. Nouvelles de Personnes | Persons News, ",18.538282,-72.529356,YES,NO
320,Hospitals active,15/01/2010 10:35,Cap Haitien,"Hosp.Justinia in CapHaitien,the main hosp. in Milot r ready n equipped 2 received patients with doctors from Johns Hopkins","7d. Services de sante | Hospital/Clinics Operating, ",19.762423,-72.205496,YES,NO
319,Survivors,15/01/2010 09:50,Delmas 31 Rue Marien,Ariette Lamarre &amp; Yamiley Jean Louis families survived,"8e. Nouvelles de Personnes | Persons News, ",18.548302,-72.346928,YES,NO
318,Sea is retreating from the PaP pier,15/01/2010 01:27,"Port-au-Prince, pier",a worrying sign: the sea has retreated back very very far,"1. Urgences | Emergency, 4. Menaces | Security Threats, ",18.563598,-72.349777,YES,NO
317,Aircraft w/ clean water,15/01/2010 10:22,port-au-prince airport,Portuguese airplane arrived w/ clean water,"4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.579721,-72.292778,YES,NO
316,Water distribution &amp;  burning bodies in Champmars,15/01/2010 09:41,"Champmars, haiti",One firetruck is doing water distribution on ChampMars.Bodies are being burned.,"1d. Incendie | Fire, ",18.543795,-72.344748,YES,NO
315,Canadian Embassy standing,15/01/2010 09:54,"Canadian Embassy, PaP, between Delmas 75 and 71","just passed the Canadian embassy. Standing, looks good. Big line out front","2d. Refuge | Shelter needed, ",18.537153,-72.29439,YES,NO
314,"Hospital open and in service, needs supplies",15/01/2010 01:15,"Port-au-Prince, Hospital, 34 Avenue Charles Sumner","CDTI full-service hospital @ 34 Ave Charles Sumner, 5 miles S of airprt functioning BUT urgently needs supplies","7d. Services de sante | Hospital/Clinics Operating, ",18.539269,-72.336408,YES,NO
313,Missing Persons: Jean-Francois,15/01/2010 09:09,"La Lee Rino ALexi #10,Port-Au-Prince, Haiti","My name is Marie Jean-Francois and I am looking for my family that lived in Port-au-Prince. Their names are: Mitchelle Jean-Francois; Roland Jean-Francois; Yvos Jean-Francois; Mario Jean-Francois; Aroda Jean-Francois; Amalia Jean-Francois; Nicole Adolple; Etiene Adolple; Jeanne Jean-Francois; Marie Betele-Jean-Francois. 
My home phone number is 305-759-5518. At my job they are helping me with the search and I am their most of the day and you may contact them. The Joy of Learning 305-597-5665 and their e-mail will be my contacting e-mail, info@thejoyoflearning.com.","8e. Nouvelles de Personnes | Persons News, ",18.719097,-72.333984,YES,NO
312,girl trapped under house help help help,15/01/2010 02:08,"154 avenue martin luther king, haiti","154 avenue martin luther king
Port-au-prince 2245-7202
pleas help this poor little girl nowxxxxxxxxxx","1c. Personnes prises au piege | People trapped, ",18.545947,-72.318567,YES,NO
311,SOS!!!,15/01/2010 02:48,Jacmel,The city of JACMEL needs HELP!!! Please send some HELP to JACMEL!! Thank you,"1. Urgences | Emergency, ",18.234167,-72.534722,YES,NO
310,200 people in Belgian Consulate need food and water,15/01/2010 08:04,"Pétionville, 14 (5), Allée des Acajous, Delmas 95, Pétonville, Port-au-Prince.","200 people from our neighbourhood who have found refuge in the grounds of the Belgian Consulate, 5 of them lightly injured, and drinking water and food is running out. The situation can get worse...They have organised themselves into a committee, with a detailed list of names, to facilitate rescue operations but need assistance and coordination. Location: 
Turn into Delmas 95 (corner where Caribbean Supermarket was), first left into Rue Pomeyrac, then again first left into Allee des Acajous. The Consulate is at the bottom of the dead end, behind gates. Consul's iphone is: 001 347 255 22 86","2b. Penurie d'eau | Water shortage, 2d. Refuge | Shelter needed, ",18.5125,-72.285278,YES,NO
309,Dieuvent Loigene call Curacao please,15/01/2010 08:50,Jacmel,Give us a sing your neighber in Curacao is loooking foor you we didnot sleep with this situation please let us now.,"8e. Nouvelles de Personnes | Persons News, ",18.238482,-72.544098,YES,NO
308,Andre valme,15/01/2010 07:48,Port-au-Prince,22 Ruelle duconde port au prince. My grandfather is 80 something. We haven't heard from him. My name is Melissa valme Piquion my number is 352-229-7965. I would love to know if he is alive or not. Please we really need to know. We saw him in NOv. 2009. Thanks in advance,"8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
306,Des nouvelles,15/01/2010 01:36,Haiti,"Je vousrais avoir des nouvelles de Joseph jean Garnel, travaillant vers Turgeau et Habitant sur Pétionville. Il est connu dans la communauté française de Pétionville. SVP","1. Urgences | Emergency, 8d. Recherche et sauvetage | Search and Rescue, 8e. Nouvelles de Personnes | Persons News, ",18.50983,-72.285553,YES,NO
305,survivants,15/01/2010 08:31,Guadeloupe,je recherche des nouvelles de survivants à Petit Goave,"8e. Nouvelles de Personnes | Persons News, ",18.439227,-72.833862,YES,NO
304,Missing person:Dario Dorval et Une Femme nommée ynocia SAINT-FELIX,15/01/2010 12:30,Croix Des Bossales,"Locate at Kwa Bossal near Les Salines and route de Delmas, may be trapped under their house","1c. Personnes prises au piege | People trapped, 8d. Recherche et sauvetage | Search and Rescue, ",18.560018,-72.338276,YES,NO
303,portées disparu,15/01/2010 12:39,Port-au-Prince,"un petit garçon de 10 ans, et une femme de 44 ans, porté disparu à port-au-prince rue du Caire, près du marché croibossale.","8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
302,Retrouve ta famille / Find your family,15/01/2010 12:36,Port-au-Prince,"Pour retrouver les proches dont vous etes sans nouvelles depuis le séisme. 

http://www.icrc.org/familylinks

To find your relatives.
The website is available in French and English","1. Urgences | Emergency, 1c. Personnes prises au piege | People trapped, 8d. Recherche et sauvetage | Search and Rescue, 8e. Nouvelles de Personnes | Persons News, 6a. Deces | Deaths, ",18.539167,-72.335,YES,NO
301,Missing Person - David Nesbitt,15/01/2010 03:34,Port-au-Prince,"Location - 10 alexis Impasse Mousseau,Port Au Prince Haiti","8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
300,La Plaza Hotel in Delmas 33,15/01/2010 06:27,Delmas 33,i just got word from my family in delmas 33 that The Plaza Hotel Has Collapsed.!,"5a. Structure effondres | Collapsed structure, ",18.559445,-72.295671,YES,NO
299,Hotel Montana - M. Richard Proteau,15/01/2010 06:09,petion-ville,"My father, Richard Proteau, age 65, canadian citizen and engineer for Tecsult, was last heard of at the Hotel Montana.  We are without news.  If you have information or news regarding the rescue efforts at hotel Montana, please contact us: n_proteau@yahoo.com","8d. Recherche et sauvetage | Search and Rescue, ",18.50983,-72.285553,YES,NO
297,Séisme HAITI,15/01/2010 10:26,Port-au-Prince,"Je recherche : 
RICHE Jean Jerry Frantz
né le 05 Octobre 1981
Policier à l'unité spécialisée de la CIMO
Si vous le connaissez ou pouvez me donner des infos sur mon mail: chantaldefrance@gmail.com ou (33)645202394
MERCI","8d. Recherche et sauvetage | Search and Rescue, ",18.539269,-72.336408,YES,NO
296,Missing Persons: Sister Paul,15/01/2010 10:06,Port-au-Prince,"Missing person: all the sisters of St vinvent de paul, and my aunt at Lalue please any informations could help:","8d. Recherche et sauvetage | Search and Rescue, ",18.539269,-72.336408,YES,NO
294,missing person Franck FKZRVERBAK,15/01/2010 09:50,"Bourdon, Haiti","He was in the minustah building during the earthquake, we still have no news 
any informations could help please contact: p.morgando@wanadoo.fr","8d. Recherche et sauvetage | Search and Rescue, 8e. Nouvelles de Personnes | Persons News, ",18.54085,-72.316313,YES,NO
293,Any info about Foyer des Filles de Dieux orphanage ?,15/01/2010 10:07,Port-au-Prince,Trying to get information about the Foyer des Filles de Dieux orphanage in Port-au-Prince.. and the other orphanage run by Haitian ministries.. and by Danielle and Robert Penette. I was told likely the orphanage was damaged.,"8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
292,Cathedral of St. Trinity Collapsed,14/01/2010 11:24,"rue pavee, port-au-prince",Cathedral of St. Trinity Collapsed,"5a. Structure effondres | Collapsed structure, ",18.536537,-72.314855,YES,NO
291,Missing Person: Yevette Alliance,14/01/2010 11:45,Delmas 73,"Yevette Alliance

Sister is looking for her Ginette Beavzais from NY.(contact) michelle.greene31@gmail.com","8e. Nouvelles de Personnes | Persons News, ",18.544722,-72.302778,YES,NO
290,"Looking for Roselen Eitiene, Nathalie Allien, Wilfried Allien",14/01/2010 11:30,Port-au-Prince,My Mother Sister and Brother,"1. Urgences | Emergency, 8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
289,orphanage with all children ok,14/01/2010 10:00,"Fontamara 43 Village Royale #10 Port au Prince, Haiti",Foyer de Sion orphanage in Fontamara- all children out and ok,"8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
288,"People drive 4-5 hrs from PaP to Hinche for medical treatment, supplies",14/01/2010 10:54,"Hinche, Haiti","Partners in Health report &quot;people stream into our hospital in Hinche from PAP - 4-5hr drive, but w/ docs/meds/supplies, and staffed OR&quot;","7d. Services de sante | Hospital/Clinics Operating, ",19.143431,-72.003891,YES,NO
287,Trapped person at UNIBANK BOURDON,14/01/2010 10:08,"bourdon, haiti","Rescue team needed at UNIBANK BOURDON. Christine LeGagneur alive, stuck in rubble.Her ph#s 3558-1388; 3733-7213.","1c. Personnes prises au piege | People trapped, ",18.54085,-72.316313,YES,NO
286,Person trapped,14/01/2010 10:42,"17 Rue lafleur duchene, Port au Prince Haiti","I'm McArthur Leger. We have a cousin trapped in a house: 17, Rue lafleurduchene, Port au Prince Haiti","1c. Personnes prises au piege | People trapped, 1b. Urgence medicale | Medical Emergency, ",18.53377,-72.337005,YES,NO
285,Missing Man,14/01/2010 10:41,Petion-ville,"Milot Payen de Peton-ville

Age :50 years old
Gender: Male","8e. Nouvelles de Personnes | Persons News, ",18.50983,-72.285553,YES,NO
284,My sisters and brother,14/01/2010 10:28,"Carrefour, Port-AU-Prince","At shnaydine@yahoo.com: I am looking for my brother Wislie Jacinthe and sister Lucienne Pierre reside in Carrefour, my sister Jasmine Yacinthe reside in Delma. Please call 863-353-8097 with any news. thank you","8e. Nouvelles de Personnes | Persons News, ",18.535607,-72.324371,YES,NO
283,trapped in house,14/01/2010 01:30,"#40 Rue O, Turgeau","Heloise Boyer is trapped in her house #40 Rue O, Turgeau","1. Urgences | Emergency, 1c. Personnes prises au piege | People trapped, ",18.534237,-72.331555,YES,NO
282,Ministry of Justice/Palais de Justice building destroyed,14/01/2010 01:26,"19 Avenue Charles Sumner - Port-au-Prince, HAITI",Ministry of Justice building among those destroyed,"5a. Structure effondres | Collapsed structure, ",18.539269,-72.336408,YES,YES
281,Ministry of Finance building destroyed,14/01/2010 01:16,"Palais de Ministères - Rue Monseigneur Guilloux, Port-au-Prince, Haiti",Ministry of Finance building destroyed,"5a. Structure effondres | Collapsed structure, ",18.539269,-72.336408,YES,YES
280,MSF operating theatre in Cite Soleil,15/01/2010 08:10,Cite Soleil,"An MSF team is beginning to work in the operating theater of a major public hospital in the capital’s Cite Soleil district, 1,000 patients have received care in the four tented facilities MSF set up near the damaged buildings.","7. Secours | Services Available, 7d. Services de sante | Hospital/Clinics Operating, ",18.578491,-72.335553,YES,NO
279,Hundreds of Haitians being [medically] treated,14/01/2010 08:13,Jimani,Hundreds of Haitians being treated in the DR border town of Jimani. They are in great need of supplies - sending several trucks Saturday.,"7. Secours | Services Available, 7d. Services de sante | Hospital/Clinics Operating, ",18.492519,-71.850777,YES,NO
278,Partners in Health open Mobile Clinics,14/01/2010 09:44,"Delmas, Port-au-Prince, Haiti","In the Delmas section of Port-au-Prince, Dr. Patrick Almazor of PIH/Zanmi Lasante reports that he and several other doctors have set up mobile clinics. “We have a lot of fractures,” he wrote in an email. “We are running out of meds, I’m on my way to St Marc [a facility operated by PIH's partner organization Zanmi Lasante] for supplies.”","7d. Services de sante | Hospital/Clinics Operating, ",18.543361,-72.305212,YES,NO
277,Hopital Albert Schweitzer Haiti inundated with patients,13/01/2010 01:56,"Desjardines, Haiti","We were not affected by the quake - only small tremors. However, since last night we have been inundated by patients, mostly from PauP and mostly with leg and arm, as well as crushing, injuries. At 20:30, we are still receiving patients who come in the back of tap taps, open-back pickup trucks which serve as taxis throughout Haiti. Every bed, gurney and bench is occupied, and we continue to do lab tests, X-rays and surgeries. Our all-Haitian medical and nursing staff have been excellent, serving without a break for 20 hours.","7d. Services de sante | Hospital/Clinics Operating, ",19.073962,-72.493861,YES,YES
276,Food Distribution (WFP),14/01/2010 01:54,Jacmel,"WFP food distributions began on 13 January in Jacmel for approximately 3,000 people located around the airport. Distributions in Port-au-Prince are ongoing today. There are military escorts for a further 2,900 beneficiaries in three locations: Place Boyer, Villa Creole and Primature. These have been identified as areas where large numbers of people are concentrated.","7a. Distribution d'aliments | Food distribution point, ",18.238072,-72.53405,YES,NO
275,Food Distribution (WFP),14/01/2010 01:50,"Place Boyer‎, Port-au-Prince, Haiti‎","WFP food distributions began on 13 January in Jacmel for approximately 3,000 people located around the airport. Distributions in Port-au-Prince are ongoing today. There are military escorts for a further 2,900 beneficiaries in three locations: Place Boyer, Villa Creole and Primature. These have been identified as areas where large numbers of people are concentrated.","7a. Distribution d'aliments | Food distribution point, ",18.51257,-72.282035,YES,NO
274,Food Distribution (WFP),14/01/2010 01:43,"Jacmel, Haiti","WFP food distributions began on 13 January in Jacmel for approximately 3,000 people located around the airport. Distributions in Port-au-Prince are ongoing today. There are military escorts for a further 2,900 beneficiaries in three locations: Place Boyer, Villa Creole and Primature. These have been identified as areas where large numbers of people are concentrated.","7a. Distribution d'aliments | Food distribution point, ",18.238072,-72.53405,YES,NO
273,High school in Petite Place Collapses,14/01/2010 09:29,"Cazeau, Port-au-Prince, Haiti","Weedner Normeus reports, &quot;just heard on the radio online that the lycee [high school] in PP [Petit Place] Cazeau colapsed with all the students inside&quot;","5a. Structure effondres | Collapsed structure, ",18.587818,-72.268947,YES,NO
272,Some dead being transferred to city dump,14/01/2010 08:17,"Trutier landfill, Port-au-prince",About 60 dump trucks have circulated the city collecting the dead and taking them to the landfill.,"8e. Nouvelles de Personnes | Persons News, ",18.611922,-72.33952,YES,NO
271,Missing persons: Kareem and Kareema Martin,14/01/2010 09:38,Pétionville,"Last heard of on tuesday Please contact me if you know of their whereabouts. 

fallonce@gmail.com

917-842-4202","8e. Nouvelles de Personnes | Persons News, ",18.5125,-72.285278,YES,NO
270,Santo Domingo is the hub for aid agency efforts,14/01/2010 09:25,Santo Domingo,Oxfam and other agencies basing themselves in Santo Domingo and starting to ferry supplies to PaP tomorrow,"7. Secours | Services Available, 8e. Nouvelles de Personnes | Persons News, ",18.479014,-69.890784,YES,NO
269,Lochard fanmi is trapped at 66 Rue St. Girard,14/01/2010 09:30,"66 Rue St. Girard, Carrefour Feuille","In Carrefour Feuille.  Several People still in, Carlo and Veda Lochare came out","1. Urgences | Emergency, 5a. Structure effondres | Collapsed structure, ",18.530439,-72.337289,YES,NO
268,Bodies being brought to cemetary,14/01/2010 01:24,"Rue dr Dehoux, Morne A Tuff, Port-au-Prince, Ouest",Bodies are being brought to the cemetery.,"8e. Nouvelles de Personnes | Persons News, ",18.535165,-72.342303,YES,NO
267,Missing people: kareem Martin and Kareema Martin,14/01/2010 09:29,Pétionville,Last heard of on tuesday night. Kareem drives a Black or blue Jeep.,"8e. Nouvelles de Personnes | Persons News, ",18.5125,-72.285278,YES,NO
266,Looking for Adriana Olivos,14/01/2010 08:17,Port-au-Prince,Looking for Mexican dentist who works at the Specialty Clinic in Port au Prince.,"8e. Nouvelles de Personnes | Persons News, ",18.539167,-72.335,YES,NO
265,"Ruelle St Pierre Gonaives, Haiti",14/01/2010 01:20,"Ruelle St Pierre, port au prince, Haiti",Hundreds sleeping outside in St. Pierre's Plaza,"8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
264,Airport open for military and private flights,14/01/2010 07:10,Port-au-Prince,"@WFPlogistics: Airports are only open for humanitarian, military and private flights only, and not for commercial flights   @WFPlogistics: Runway usable - Currently visual landing / radio-assisted only","2. Urgences logistiques | Vital Lines, ",18.5833,-72.3,YES,YES
263,Person trapped,14/01/2010 08:55,"66 Rue St. Girard, port au prince, haiti",Fanmi Lochard is trapped inside.  Any help to Carrefour Feuille please,"1. Urgences | Emergency, 1c. Personnes prises au piege | People trapped, ",18.539269,-72.336408,YES,NO
262,First American confirmed death,14/01/2010 01:57,Port-au-Prince,US diplomat Victoria DeLong the first American identified among thousands of fatalities.,"8e. Nouvelles de Personnes | Persons News, ",18.539269,-72.336408,YES,NO
261,St. Damien Children's Hospital - only minor damage aid to hospital arriving soon.,14/01/2010 01:54,Pétionville,"St. Damien Children's Hospital reported that it has sustained only minor structural damage. The facility is near the airport in Port-au-Prince. The emergency medical aid shipment departing tomorrow is destined for St. Damien, with additional plans being developed for follow-up deliveries to other partners.      Note: on 1/14 at 1:54pm, St. Damien's Children's Hospital was noted as destroyed, two American volunteers killed.","5b. Structures a risque | Unstable Structure, 7d. Services de sante | Hospital/Clinics Operating, ",18.50983,-72.285553,YES,YES
260,Hotel Villa Creole medical triage,14/01/2010 08:07,"Petionville 6110, port-au-prince, haiti","Hotel guests with no medical training tended wounded strangers coming in from the surrounding area, no medical staff, no nurses, no supplies","1. Urgences | Emergency, 1b. Urgence medicale | Medical Emergency, ",18.509873,-72.28604,YES,NO
259,Port-au-Prince morgue out of space for bodies,14/01/2010 04:38,Port-au-prince,"PaP Morgue has run out of space to store bodies forcing them to start piling bodies outside, estimated 1500 bodies outside","1. Urgences | Emergency, ",18.539269,-72.336408,YES,YES
258,vladimir jean guismy devariste,14/01/2010 02:41,port-au-prince,I am looking for my brother. If you know about him please contact me: 8298482851 or mackendev@yahoo.fr,"1. Urgences | Emergency, ",18.539269,-72.336408,YES,NO
